date,close
2011-08-04,1346.6800537109375
2011-08-05,1342.5
2011-08-08,1339.5999755859375
2011-08-09,1307.3800048828125
2011-08-10,1307.3800048828125
2011-08-11,1308.0
2011-08-12,1308.0
2011-08-16,1286.5799560546875
2011-08-17,1281.489990234375
2011-08-18,1265.7099609375
2011-08-19,1247.7900390625
2011-08-22,1247.7900390625
2011-08-23,1253.6400146484375
2011-08-24,1252.489990234375
2011-08-25,1228.52001953125
2011-08-26,1210.4599609375
2011-08-29,1177.31005859375
2011-08-30,1202.8599853515625
2011-09-02,1222.530029296875
2011-09-05,1225.3900146484375
2011-09-06,1228.9000244140625
2011-09-07,1250.22998046875
2011-09-08,1249.8199462890625
2011-09-09,1249.8199462890625
2011-09-12,1242.6500244140625
2011-09-13,1211.68994140625
2011-09-14,1204.3199462890625
2011-09-15,1198.530029296875
2011-09-16,1213.8699951171875
2011-09-19,1211.93994140625
2011-09-20,1236.0999755859375
2011-09-21,1241.510009765625
2011-09-22,1207.02001953125
2011-09-23,1206.010009765625
2011-09-26,1200.550048828125
2011-09-27,1216.5400390625
2011-09-28,1210.5999755859375
2011-09-29,1205.6099853515625
2011-09-30,1195.4000244140625
2011-10-03,1176.800048828125
2011-10-04,1157.6500244140625
2011-10-05,1156.550048828125
2011-10-07,1186.25
2011-10-10,1206.050048828125
2011-10-11,1204.9000244140625
2011-10-12,1210.0999755859375
2011-10-13,1216.5999755859375
2011-10-14,1227.800048828125
2011-10-17,1227.5
2011-10-18,1214.1500244140625
2011-10-19,1222.75
2011-10-20,1215.25
2011-10-21,1202.949951171875
2011-10-24,1195.75
2011-10-25,1189.0999755859375
2011-10-28,1220.199951171875
2011-10-31,1244.5999755859375
2011-11-01,1228.25
2011-11-02,1241.3499755859375
2011-11-03,1258.4000244140625
2011-11-04,1272.300048828125
2011-11-08,1251.800048828125
2011-11-09,1234.4000244140625
2011-11-11,1217.9000244140625
2011-11-14,1195.300048828125
2011-11-15,1174.3499755859375
2011-11-16,1166.6500244140625
2011-11-17,1154.199951171875
2011-11-18,1161.75
2011-11-21,1124.5
2011-11-22,1126.4000244140625
2011-11-23,1108.449951171875
2011-11-24,1143.550048828125
2011-11-25,1149.0999755859375
2011-11-28,1172.5
2011-11-29,1190.949951171875
2011-11-30,1175.9000244140625
2011-12-01,1185.3499755859375
2011-12-02,1211.449951171875
2011-12-05,1218.5
2011-12-07,1222.199951171875
2011-12-08,1198.5999755859375
2011-12-09,1174.0
2011-12-12,1142.550048828125
2011-12-13,1141.25
2011-12-14,1150.5999755859375
2011-12-15,1144.4000244140625
2011-12-16,1123.6500244140625
2011-12-19,1108.4000244140625
2011-12-20,1100.6500244140625
2011-12-21,1106.8499755859375
2011-12-22,1119.5999755859375
2011-12-23,1128.050048828125
2011-12-26,1133.25
2011-12-27,1131.0
2011-12-28,1122.25
2011-12-29,1110.699951171875
2011-12-30,1114.300048828125
2012-01-02,1109.3499755859375
2012-01-03,1140.300048828125
2012-01-04,1129.3499755859375
2012-01-05,1124.449951171875
2012-01-06,1114.9000244140625
2012-01-09,1116.0999755859375
2012-01-10,1123.949951171875
2012-01-11,1135.550048828125
2012-01-12,1161.75
2012-01-13,1179.5
2012-01-16,1185.449951171875
2012-01-17,1175.3499755859375
2012-01-18,1164.1500244140625
2012-01-19,1172.800048828125
2012-01-20,1155.4000244140625
2012-01-23,1152.199951171875
2012-01-24,1158.699951171875
2012-01-25,1193.550048828125
2012-01-27,1222.050048828125
2012-01-30,1196.050048828125
2012-01-31,1223.949951171875
2012-02-01,1249.8499755859375
2012-02-02,1247.5
2012-02-03,1255.6500244140625
